"index","fiberhood","f3","netsecfootage","connected","completed","upstreamsection","downstreamchildren","f1percent","f2percent","f3percent","detaileddesignstatus","fiberpullfootage","ponlocationapproved","residentialhhp","strandfootage","constructionpackagestatus","project","permitsapproved","borefootage","asbuiltscomplete","specialprojectsmduhoaother","businesshhp","totalhhp","detaileddesignstartdate","ponsize","projectedborefootage","odc","ponlocationdesigned","detaileddesigncompletiondate","preliminarycxpsenttoconstruction","asbuiltsreceivedfromconstruction","phase","estimatedaerialpercent","estimatedugpercent","estimatedpathfootage","dateconstructionpassedtooperations","poncabinetsetdate","actualactivationdate","constructionstartdate","borefootagecompleted","remainingstrand","targetconstructioncompletedate","actualconstructioncompletedate","asbuiltssenttoengineering","constructionpercentagecompleted","dateopsapprovedforactivation","strandcompleted","targetactivationdate","borefootageremaining","odccabinetready","numpermits","permitapprovalstatus","permitapproveddate","permitsubmitdate","packagestatus","packagehomesearned","rolluphomesearned","downstreamhomes","ringestpackagefootage","ringpackagestatus","ringpercentcomplete","feederestpackagefootage","feederpackagestatus","feederpercentcomplete","f1f2f3estfootage","robustdetail","fhpercentcomplete","fhnetworkstatus","networkstatus","homesearned","ringhomesearnedshare","feederhomesearnedshare","fiberhoodhomesearnedshare","packagepercentcomplete","ring","feeder","hiearchy","hhp","coszonename","coscoalescezonegroup","coszonecurrentstatus","cossurveyorsignup","coszonestatus","cosfhname","cxinfrastructurecompletedate","plannedactivatedate","plannedmogroup","actualactivatedate","litmogroup","infactualcost","infactuallaborcost","infactualmaterialcost","inftotalstrand","inftotalduct","infpathfootage","infcostperpathmile","infcostperhhp","aerestcosttobuild","ugestcosttobuild","estcosttobuild","costtobuild","costperhhp","cabaddress","cabbandwidthtest10gigringcomplete","cabphase","cabsiteplancompleteest","cabrackconfigurecalixequipcomplete","cabstarte7finalconfigalarmfmptestingest","caboepwrmakereadystart","cabagghub","cabodccabinet","cabwirepowerodccabinetstartest","cabaddressrequestsubmitted","cabpermitsreceivedest","cabpermitssubmittedactual","cabe7finalconfigalarmfmptestingcomple","cabsplicetestringfibersstartest","cabcabinetproductionreadyactual","cabsiteplancompleteactual","cabstart10gigringturnuptestest","cabpermitssubmittedest","cabwirepowerodccabinetstartactual","cabpermitsreceivedactual","cabelectricalinspectionapprovedest","cabcabinetproductionreadyest","cabdesignpermitstart","cabwirepowerodccabinetcompleteactual","cabstart10gigringturnuptestactual","cabelectricalinspectionapprovedactual","cabconstructioncompleteactual","cabstartbandwidthtest10gigringactual","caboepwrappapproved","cabconstructionstartest","cabstarte7finalconfigalarmfmptestingactual","cabstartbandwidthtest10gigringest","caboepwrappsubmitted","cabsplicetestringfiberscomplete","cabsplicetestringfibersstartactual","cabsubtendring","cabrackbaseconfigurecalixequipstartest","cab10gigringturnuptestcomplete","cabodccabinetsize","cabconstructioncompleteest","cabrackbaseconfigurecalixequipstartactual","caboepwrconnectcomplete","cabsiteaddressrxd","cabconstructionstartactual","surveymrc","totalsurveys","surveyarpu","activemrc","actualmrc","totalsubscribers","firstinstall","activearpu","actualarpu","scheduledinstalls","firstschedinstall","earliestinstall","surveytakerate","subtakerate","combinedtakerate","penetrationbucket","surveybutnotsub","surveypercent","percentofsurveynowsub","notsubnorsurvey"
53,LF07,LF07,0,false,false,MEB06-3,{},0,0,0,Complete,2824.0,"8/20/21","95.0",0,Sent to Construction,Medina Fiber,YES,10366,,,"0.0",95,"2021-06-09","144.0",7832,MEB06,"6/18/21","2021-06-10","2021-06-30",,"3",0.0,1.0,7832,"2022-05-14",,"2022-05-18","2022-04-04",10366,0,"2022-04-25","2022-05-14",,"1.0","2022-05-18",0,"2022-05-09","0.0",YES,1,Permits Approved,"2021-08-16","2021-08-02",LIT,48,48,95,0,Construction Complete,1.0,0,LIT,1.0,7832,"Ring: MEB Ring - Construction Complete, Feeder: MEB06-3 - LIT, FH: LIT",1.0,LIT,LIT,95,14.25,33.25,47.5,1.0,MEB Ring,MEB06-3,F3,95,Lafayette 07 (LF07),Medina,Active,Survey,In-Service,LF07,"2022-05-14",2022-05-09 00:00:00.000,May-2022,2022-05-18 00:00:00.000,May-2022,,,,,,,,,0,147242,147242,147242.0,1549.92,"30 Hartford Drive",,"3.0","2021-10-25","12/12/21","12/5/21","1/25/22",MEDAD,MEB06,"11/29/21","2021-10-01","2021-11-09","10/26/21","12/20/21","11/22/21","3/11/22","10/26/21","12/1/21","10/26","1/10/22","2021-11-17","11/24/21","12/10/21","2021-09-21","2/15/22","2/28/22","1/20/22","1/20/22","2/28/22","1/24/22","11/10/21","12/17/21","12/3/21","10/13/21",,"12/16/21",B,"11/30/21",,ODC 200,"11/19/21","12/11/21","1/26/22","2021-10-13","12/13/21",1652.75,25.0,66.11,659.92,871.8199999999999,11.0,2022-05-23 00:00:00.000,59.99,79.26,,2022-05-23 00:00:00.000,2022-05-23 00:00:00.000,0.26,0.12,0.12,>20%,14.0,0.26,0.44,70.0
112,MC33.2,MC33.2,0,false,false,MEA02-3,{},0,0,0,,0.0,,"40.0",0,,Medina Fiber,,0,,MDU,"0.0",40,,,,,,,,,"3",0.0,0.0,0,,,,,0,0,"2022-12-15",,,,,0,"2022-12-29","0.0",NO,0,No Permits,,,Planning,0,0,40,0,Construction Complete,1.0,0,LIT,1.0,0,"Ring: MEA Ring - Construction Complete, Feeder: MEA02-3 - LIT, FH: Planning",0.5,Planning,Planning,20,6.0,14.0,0.0,0.0,MEA Ring,MEA02-3,F3,40,,,,,,,,2022-12-29 00:00:00.000,Dec-2022,,,,,,,,,,,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,0.0,0.0,0.0,<10%,0.0,0.0,0.0,40.0
54,MS01,MS01,0,false,false,MEB06-3,{},0,0,0,Complete,0.0,"8/20/21","136.0",0,Sent to Construction,Medina Fiber,YES,7359,,,"0.0",136,"2021-06-08","288.0",6287,MEB06,"6/18/21","2021-06-15","2021-06-28",,"3",0.0,1.0,6287,"2022-03-25",,"2022-03-31","2021-08-02",7359,0,"2022-04-25","2022-03-25",,"1.0","2022-03-31",0,"2022-05-09","0.0",YES,1,Permits Approved,"2021-07-01","2021-06-25",LIT,68,68,136,0,Construction Complete,1.0,0,LIT,1.0,6287,"Ring: MEB Ring - Construction Complete, Feeder: MEB06-3 - LIT, FH: LIT",1.0,LIT,LIT,136,20.4,47.599999999999994,68.0,1.0,MEB Ring,MEB06-3,F3,136,Medina South 01 (MS01),Medina,Active,Survey,In-Service,MS01,"2022-03-25",2022-05-09 00:00:00.000,May-2022,2022-03-31 00:00:00.000,Mar-2022,,,,,,,,,0,118196,118196,118196.0,869.09,"30 Hartford Drive",,"3.0","2021-10-25","12/12/21","12/5/21","1/25/22",MEDAD,MEB06,"11/29/21","2021-10-01","2021-11-09","10/26/21","12/20/21","11/22/21","3/11/22","10/26/21","12/1/21","10/26","1/10/22","2021-11-17","11/24/21","12/10/21","2021-09-21","2/15/22","2/28/22","1/20/22","1/20/22","2/28/22","1/24/22","11/10/21","12/17/21","12/3/21","10/13/21",,"12/16/21",B,"11/30/21",,ODC 200,"11/19/21","12/11/21","1/26/22","2021-10-13","12/13/21",2395.59,36.0,66.54,1345.79,1394.04,19.0,2022-04-11 00:00:00.000,70.83,73.37,1,2022-04-11 00:00:00.000,2022-04-11 00:00:00.000,0.26,0.14,0.14,>20%,17.0,0.26,0.53,100.0
55,MC04,MC04,0,false,false,MEB06-3,{},0,0,0,Complete,2993.0,"8/20/21","257.0",0,Sent To Construction,Medina Fiber,YES,11390,,MDU,"22.0",279,"2022-01-21","432.0",9971,MEB06,"6/18/21","2022-01-27","2022-02-16",,"3",0.0,1.0,9971,"2022-05-26",,"2022-05-31","2022-04-04",11392,0,"2022-05-16","2022-05-26",,"1.0","2022-05-31",0,"2022-05-30",-2.0,YES,2,Permits Approved,"2022-03-02","2022-02-23",LIT,140,140,279,0,Construction Complete,1.0,0,LIT,1.0,9971,"Ring: MEB Ring - Construction Complete, Feeder: MEB06-3 - LIT, FH: LIT",1.0,LIT,LIT,279,41.85,97.64999999999999,139.5,1.0,MEB Ring,MEB06-3,F3,279,Medina Central 04 (MC04),Medina,Active,Survey,In-Service,MC04,"2022-05-26",2022-05-30 00:00:00.000,May-2022,2022-05-31 00:00:00.000,May-2022,,,,,,,,,0,187455,187455,187455.0,671.88,"30 Hartford Drive",,"3.0","2021-10-25","12/12/21","12/5/21","1/25/22",MEDAD,MEB06,"11/29/21","2021-10-01","2021-11-09","10/26/21","12/20/21","11/22/21","3/11/22","10/26/21","12/1/21","10/26","1/10/22","2021-11-17","11/24/21","12/10/21","2021-09-21","2/15/22","2/28/22","1/20/22","1/20/22","2/28/22","1/24/22","11/10/21","12/17/21","12/3/21","10/13/21",,"12/16/21",B,"11/30/21",,ODC 200,"11/19/21","12/11/21","1/26/22","2021-10-13","12/13/21",2377.58,38.0,62.57,1245.8,1369.92,19.0,2022-06-02 00:00:00.000,65.57,72.1,,2022-06-02 00:00:00.000,2022-06-02 00:00:00.000,0.14,0.07,0.07,>10%,19.0,0.14,0.5,241.0
56,MC03,MC03,0,false,false,MEB06-3,{},0,0,0,Complete,1915.0,"8/20/21","103.0",0,Sent To Construction,Medina Fiber,YES,5580,,,"1.0",104,"2021-08-12","288.0",9150,MEB06,"6/18/21","2021-08-19","2021-10-13",,"3",0.0,1.0,9150,"2022-05-21",,"2022-05-20","2022-04-04",5601,0,"2022-05-16","2022-05-21",,"1.0","2022-05-20",0,"2022-05-30",-21.0,YES,1,Permits Approved,"2021-12-03","2021-10-13",LIT,52,52,104,0,Construction Complete,1.0,0,LIT,1.0,9150,"Ring: MEB Ring - Construction Complete, Feeder: MEB06-3 - LIT, FH: LIT",1.0,LIT,LIT,104,15.6,36.4,52.0,1.0,MEB Ring,MEB06-3,F3,104,Medina Central 03 (MC03),Medina,Active,Survey,In-Service,MC03,"2022-05-21",2022-05-30 00:00:00.000,May-2022,2022-05-20 00:00:00.000,May-2022,,,,,,,,,0,172020,172020,172020.0,1654.04,"30 Hartford Drive",,"3.0","2021-10-25","12/12/21","12/5/21","1/25/22",MEDAD,MEB06,"11/29/21","2021-10-01","2021-11-09","10/26/21","12/20/21","11/22/21","3/11/22","10/26/21","12/1/21","10/26","1/10/22","2021-11-17","11/24/21","12/10/21","2021-09-21","2/15/22","2/28/22","1/20/22","1/20/22","2/28/22","1/24/22","11/10/21","12/17/21","12/3/21","10/13/21",,"12/16/21",B,"11/30/21",,ODC 200,"11/19/21","12/11/21","1/26/22","2021-10-13","12/13/21",1567.76,26.0,60.3,749.89,772.95,11.0,2022-06-01 00:00:00.000,68.17,70.27,1,2022-06-01 00:00:00.000,2022-06-01 00:00:00.000,0.25,0.11,0.11,>20%,15.0,0.25,0.42,78.0
57,MC02.1,MC02.1,0,false,false,MEB06-3,{},0,0,0,Complete,2187.0,"8/20/21","202.0",0,,Medina Fiber,,5934,,HOA,"0.0",202,"2022-08-30","288.0",4332,MEB06,"6/18/21","2022-09-06",,,"3",0.0,1.0,4332,"2022-04-01",,"2022-04-06","2022-02-01",0,0,"2022-05-16","2022-04-01",,"1.0","2022-04-06",0,"2022-05-30","5934.0",YES,2,Not Submitted,,,LIT,101,101,202,0,Construction Complete,1.0,0,LIT,1.0,4332,"Ring: MEB Ring - Construction Complete, Feeder: MEB06-3 - LIT, FH: LIT",1.0,LIT,LIT,202,30.299999999999997,70.69999999999999,101.0,1.0,MEB Ring,MEB06-3,F3,202,Medina Central 02.1 (MC02.1),Medina,Survey,Survey,Survey,MC02.1,"2022-04-01",2022-05-30 00:00:00.000,May-2022,2022-04-06 00:00:00.000,Apr-2022,,,,,,,,,0,81442,81442,81442.0,403.18,"30 Hartford Drive",,"3.0","2021-10-25","12/12/21","12/5/21","1/25/22",MEDAD,MEB06,"11/29/21","2021-10-01","2021-11-09","10/26/21","12/20/21","11/22/21","3/11/22","10/26/21","12/1/21","10/26","1/10/22","2021-11-17","11/24/21","12/10/21","2021-09-21","2/15/22","2/28/22","1/20/22","1/20/22","2/28/22","1/24/22","11/10/21","12/17/21","12/3/21","10/13/21",,"12/16/21",B,"11/30/21",,ODC 200,"11/19/21","12/11/21","1/26/22","2021-10-13","12/13/21",1493.76,24.0,62.24,,,0.0,,,,,,,0.12,0.0,0.12,>10%,24.0,0.12,0.0,178.0
58,MS02,MS02,0,false,false,MEB06-3,{},0,0,0,Complete,3709.0,"8/20/21","149.0",0,Sent to Construction,Medina Fiber,YES,14009,,,"1.0",150,"2021-05-27","288.0",11478,MEB06,"6/18/21","2021-06-16","2021-06-24",,"3",0.0,1.0,11478,"2022-04-07",,"2022-04-12","2021-11-18",14009,0,"2022-05-16","2022-04-07",,"1.0","2022-04-12",0,"2022-05-30","0.0",YES,1,Permits Approved,"2021-08-30","2021-06-30",LIT,75,75,150,0,Construction Complete,1.0,0,LIT,1.0,11478,"Ring: MEB Ring - Construction Complete, Feeder: MEB06-3 - LIT, FH: LIT",1.0,LIT,LIT,150,22.5,52.5,75.0,1.0,MEB Ring,MEB06-3,F3,150,Medina South 02 (MS02),Medina,Active,Survey,In-Service,MS02,"2022-04-07",2022-05-30 00:00:00.000,May-2022,2022-04-12 00:00:00.000,Apr-2022,,,,,,,,,0,215786,215786,215786.0,1438.57,"30 Hartford Drive",,"3.0","2021-10-25","12/12/21","12/5/21","1/25/22",MEDAD,MEB06,"11/29/21","2021-10-01","2021-11-09","10/26/21","12/20/21","11/22/21","3/11/22","10/26/21","12/1/21","10/26","1/10/22","2021-11-17","11/24/21","12/10/21","2021-09-21","2/15/22","2/28/22","1/20/22","1/20/22","2/28/22","1/24/22","11/10/21","12/17/21","12/3/21","10/13/21",,"12/16/21",B,"11/30/21",,ODC 200,"11/19/21","12/11/21","1/26/22","2021-10-13","12/13/21",2841.49,44.0,64.58,1885.71,1961.1399999999999,27.0,2022-04-26 00:00:00.000,69.84,72.63,,2022-04-26 00:00:00.000,2022-04-26 00:00:00.000,0.29,0.18,0.18,>20%,17.0,0.29,0.61,106.0
113,MC33.3,MC33.3,0,false,false,MEA02-3,{},0,0,0,,0.0,,"82.0",0,,Medina Fiber,,0,,MDU,"0.0",82,,,,,,,,,"3",0.0,0.0,0,,,,,0,0,"2022-12-15",,,,,0,"2022-12-29","0.0",NO,0,No Permits,,,Planning,0,0,82,0,Construction Complete,1.0,0,LIT,1.0,0,"Ring: MEA Ring - Construction Complete, Feeder: MEA02-3 - LIT, FH: Planning",0.5,Planning,Planning,41,12.299999999999999,28.7,0.0,0.0,MEA Ring,MEA02-3,F3,82,,,,,,,,2022-12-29 00:00:00.000,Dec-2022,,,,,,,,,,,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,0.0,0.0,0.0,<10%,0.0,0.0,0.0,82.0
59,MC03.1,MC03.1,0,false,false,MEB06-3,{},0,0,0,Complete,1448.0,"8/20/21","38.0",0,Sent To Construction,Medina Fiber,,2961,,MDU,"35.0",73,"2022-01-25","144.0",,MEB06,"6/18/21","2022-01-27","2022-02-17",,"3",0.0,0.0,0,"2022-06-13",,"2022-07-08","2022-04-30",3972,0,"2022-05-16","2022-06-13",,"1.0","2022-07-08",0,"2022-07-18",-1011.0,YES,6,Not Submitted,,,LIT,36,36,73,0,Construction Complete,1.0,0,LIT,1.0,0,"Ring: MEB Ring - Construction Complete, Feeder: MEB06-3 - LIT, FH: LIT",1.0,LIT,LIT,73,10.95,25.549999999999997,36.5,1.0,MEB Ring,MEB06-3,F3,73,Medina Central 03.1 (MC03.1),Medina,Survey,Survey,Survey,MC03.1,"2022-06-13",2022-07-18 00:00:00.000,Jul-2022,2022-07-08 00:00:00.000,Jul-2022,,,,,,,,,0,0,0,0.0,0.0,"30 Hartford Drive",,"3.0","2021-10-25","12/12/21","12/5/21","1/25/22",MEDAD,MEB06,"11/29/21","2021-10-01","2021-11-09","10/26/21","12/20/21","11/22/21","3/11/22","10/26/21","12/1/21","10/26","1/10/22","2021-11-17","11/24/21","12/10/21","2021-09-21","2/15/22","2/28/22","1/20/22","1/20/22","2/28/22","1/24/22","11/10/21","12/17/21","12/3/21","10/13/21",,"12/16/21",B,"11/30/21",,ODC 200,"11/19/21","12/11/21","1/26/22","2021-10-13","12/13/21",419.94,7.0,59.99,199.98,205.98,2.0,2022-09-22 00:00:00.000,99.99,102.99,,2022-09-22 00:00:00.000,2022-09-22 00:00:00.000,0.1,0.03,0.03,<10%,5.0,0.1,0.29,66.0
60,MS14,MS14,0,false,false,MEB04-3,{},0,0,0,Complete,1281.0,"8/20/21","92.0",0,Sent To Construction,Medina Fiber,YES,5726,,,"0.0",92,"2021-06-07","144.0",9867,MEB04,"6/18/21","2021-08-04","2021-09-22",,"3",0.0,1.0,9867,"2022-05-20",,"2022-05-23","2022-02-28",5721,0,"2022-05-16","2022-05-20",,"1.0","2022-05-23",0,"2022-05-30","5.0",YES,1,Permits Approved,"2021-09-23","2021-09-22",LIT,46,46,92,0,Construction Complete,1.0,0,LIT,1.0,9867,"Ring: MEB Ring - Construction Complete, Feeder: MEB04-3 - LIT, FH: LIT",1.0,LIT,LIT,92,13.799999999999999,32.199999999999996,46.0,1.0,MEB Ring,MEB04-3,F3,92,Medina South 14 (MS14),Medina,Active,Survey,In-Service,MS14,"2022-05-20",2022-05-30 00:00:00.000,May-2022,2022-05-23 00:00:00.000,May-2022,,,,,,,,,0,185500,185500,185500.0,2016.3,"1015 West Abbey Drive",,"3.0","2021-10-25","12/12/21","12/5/21","1/26/22",MEDAD,MEB04,"11/29/21","2021-10-01","2021-11-09","10/26/21","12/22/21","11/22/21","3/11/22","10/26/21","12/1/21","10/26","1/10/22","2021-11-17","11/24/21","12/10/21","2021-09-21","2/15/22","2/28/22","1/20/22","1/20/22","2/28/22","1/24/22","11/10/21","12/22/21","12/3/21","10/13/21",,"12/16/21",B,"11/30/21",,ODC 100,"11/19/21","12/11/21","1/27/22","2021-10-13","12/20/21",2457.63,40.0,61.44,1069.85,1181.33,16.0,2022-05-31 00:00:00.000,66.87,73.83,,2022-05-31 00:00:00.000,2022-05-31 00:00:00.000,0.43,0.17,0.17,>40%,24.0,0.43,0.4,52.0
61,MS14.1,MS14.1,0,false,false,MEB04-3,{},0,0,0,Complete,0.0,"8/20/21","126.0",0,,Medina Fiber,YES,53,,Both,"0.0",126,"2022-08-30","144.0",,MEB04,"6/18/21","2022-09-26",,,"3",0.0,0.0,0,"2022-05-04",,"2022-07-07","2021-11-22",53,0,"2022-06-23","2022-05-04",,"1.0","2022-07-07",0,"2022-07-07","0.0",YES,2,Permits Approved,"2022-04-04",,LIT,63,63,126,0,Construction Complete,1.0,0,LIT,1.0,0,"Ring: MEB Ring - Construction Complete, Feeder: MEB04-3 - LIT, FH: LIT",1.0,LIT,LIT,126,18.9,44.099999999999994,63.0,1.0,MEB Ring,MEB04-3,F3,126,Medina South 14.1 (MS14.1),Medina,Survey,Survey,Survey,MS14.1,"2022-05-04",2022-07-07 00:00:00.000,Jul-2022,2022-07-07 00:00:00.000,Jul-2022,,,,,,,,,0,0,0,0.0,0.0,"1015 West Abbey Drive",,"3.0","2021-10-25","12/12/21","12/5/21","1/26/22",MEDAD,MEB04,"11/29/21","2021-10-01","2021-11-09","10/26/21","12/22/21","11/22/21","3/11/22","10/26/21","12/1/21","10/26","1/10/22","2021-11-17","11/24/21","12/10/21","2021-09-21","2/15/22","2/28/22","1/20/22","1/20/22","2/28/22","1/24/22","11/10/21","12/22/21","12/3/21","10/13/21",,"12/16/21",B,"11/30/21",,ODC 100,"11/19/21","12/11/21","1/27/22","2021-10-13","12/20/21",525.9,11.0,47.81,,,0.0,,,,,,,0.09,0.0,0.09,<10%,11.0,0.09,0.0,115.0
62,MS11,MS11,0,false,false,MEB04-2,{},0,0,0,Complete,1013.0,"8/20/21","174.0",0,Sent to Construction,Medina Fiber,,10538,,,"0.0",174,"2021-05-27","288.0",10477,MEB04,"6/18/21","2021-06-10","2021-06-23",,"3",0.0,1.0,10477,"2022-05-28",,"2022-05-31","2021-08-19",10536,0,"2022-06-01","2022-05-28",,"1.0","2022-05-31",0,"2022-06-15","2.0",YES,2,Not Submitted,,,LIT,87,87,174,0,Construction Complete,1.0,0,LIT,1.0,10477,"Ring: MEB Ring - Construction Complete, Feeder: MEB04-2 - LIT, FH: LIT",1.0,LIT,LIT,174,26.099999999999998,60.9,87.0,1.0,MEB Ring,MEB04-2,F3,174,Medina South 11 (MS11),Medina,Active,Survey,In-Service,MS11,"2022-05-28",2022-06-15 00:00:00.000,Jun-2022,2022-05-31 00:00:00.000,May-2022,,,,,,,,,0,196968,196968,196968.0,1132.0,"1015 West Abbey Drive",,"3.0","2021-10-25","12/12/21","12/5/21","1/26/22",MEDAD,MEB04,"11/29/21","2021-10-01","2021-11-09","10/26/21","12/22/21","11/22/21","3/11/22","10/26/21","12/1/21","10/26","1/10/22","2021-11-17","11/24/21","12/10/21","2021-09-21","2/15/22","2/28/22","1/20/22","1/20/22","2/28/22","1/24/22","11/10/21","12/22/21","12/3/21","10/13/21",,"12/16/21",B,"11/30/21",,ODC 100,"11/19/21","12/11/21","1/27/22","2021-10-13","12/20/21",3205.5099999999998,49.0,65.42,2485.65,2476.44,33.0,2022-06-16 00:00:00.000,75.32,75.04,,2022-06-16 00:00:00.000,2022-06-16 00:00:00.000,0.28,0.19,0.19,>20%,16.0,0.28,0.67,125.0
63,MS15,MS15,0,false,false,MEB04-2,{},0,0,0,Complete,3484.0,"8/20/21","175.0",0,Sent to Construction,Medina Fiber,YES,8579,,HOA,"0.0",175,"2021-05-27","288.0",15667,MEB04,"6/18/21","2021-06-03","2021-06-17",,"3",0.0,1.0,15667,"2022-06-07",,"2022-06-08","2021-07-21",7822,0,"2022-06-01","2022-06-07",,"1.0","2022-06-08",0,"2022-06-15","757.0",YES,2,Permits Approved,"2022-06-11",,LIT,88,88,175,0,Construction Complete,1.0,0,LIT,1.0,15667,"Ring: MEB Ring - Construction Complete, Feeder: MEB04-2 - LIT, FH: LIT",1.0,LIT,LIT,175,26.25,61.24999999999999,87.5,1.0,MEB Ring,MEB04-2,F3,175,Medina South 15 (MS15),Medina,Active,Survey,In-Service,MS15,"2022-06-07",2022-06-15 00:00:00.000,Jun-2022,2022-06-08 00:00:00.000,Jun-2022,,,,,,,,,0,294540,294540,294540.0,1683.09,"1015 West Abbey Drive",,"3.0","2021-10-25","12/12/21","12/5/21","1/26/22",MEDAD,MEB04,"11/29/21","2021-10-01","2021-11-09","10/26/21","12/22/21","11/22/21","3/11/22","10/26/21","12/1/21","10/26","1/10/22","2021-11-17","11/24/21","12/10/21","2021-09-21","2/15/22","2/28/22","1/20/22","1/20/22","2/28/22","1/24/22","11/10/21","12/22/21","12/3/21","10/13/21",,"12/16/21",B,"11/30/21",,ODC 100,"11/19/21","12/11/21","1/27/22","2021-10-13","12/20/21",3869.38,61.0,63.43,2461.62,2444.4,35.0,2022-06-20 00:00:00.000,70.33,69.84,,2022-06-20 00:00:00.000,2022-06-20 00:00:00.000,0.35,0.2,0.2,>30%,26.0,0.35,0.57,114.0
114,MC33.4,MC33.4,0,false,false,MEA02-3,{},0,0,0,,0.0,,"12.0",0,,Medina Fiber,,0,,MDU,"0.0",12,,,,,,,,,"3",0.0,0.0,0,,,,,0,0,"2022-12-15",,,,,0,"2022-12-29","0.0",NO,0,No Permits,,,Planning,0,0,12,0,Construction Complete,1.0,0,LIT,1.0,0,"Ring: MEA Ring - Construction Complete, Feeder: MEA02-3 - LIT, FH: Planning",0.5,Planning,Planning,6,1.7999999999999998,4.199999999999999,0.0,0.0,MEA Ring,MEA02-3,F3,12,,,,,,,,2022-12-29 00:00:00.000,Dec-2022,,,,,,,,,,,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,0.0,0.0,0.0,<10%,0.0,0.0,0.0,12.0
64,MC01,MC01,0,false,false,MEB04-2,{},0,0,0,Complete,2683.0,"8/20/21","166.0",0,Sent To Construction,Medina Fiber,YES,11612,,,"9.0",180,"2021-07-26","288.0",12165,MEB04,"6/18/21","2021-07-29","2021-09-20",,"3",0.0,1.0,12165,"2022-07-07",,"2022-07-07","2022-04-04",11482,0,"2022-06-22","2022-07-07",,"1.0","2022-07-07",0,"2022-07-06","130.0",YES,1,Permits Approved,"2021-09-23","2021-09-09",LIT,90,90,180,0,Construction Complete,1.0,0,LIT,1.0,12165,"Ring: MEB Ring - Construction Complete, Feeder: MEB04-2 - LIT, FH: LIT",1.0,LIT,LIT,180,27.0,62.99999999999999,90.0,1.0,MEB Ring,MEB04-2,F3,180,Medina Central 01 (MC01),Medina,Active,Survey,In-Service,MC01,"2022-07-07",2022-07-06 00:00:00.000,Jul-2022,2022-07-07 00:00:00.000,Jul-2022,,,,,,,,,0,228702,228702,228702.0,1270.57,"1015 West Abbey Drive",,"3.0","2021-10-25","12/12/21","12/5/21","1/26/22",MEDAD,MEB04,"11/29/21","2021-10-01","2021-11-09","10/26/21","12/22/21","11/22/21","3/11/22","10/26/21","12/1/21","10/26","1/10/22","2021-11-17","11/24/21","12/10/21","2021-09-21","2/15/22","2/28/22","1/20/22","1/20/22","2/28/22","1/24/22","11/10/21","12/22/21","12/3/21","10/13/21",,"12/16/21",B,"11/30/21",,ODC 100,"11/19/21","12/11/21","1/27/22","2021-10-13","12/20/21",3089.58,47.0,65.74,1815.76,1818.85,23.0,2022-07-21 00:00:00.000,78.95,79.08,,2022-07-21 00:00:00.000,2022-07-21 00:00:00.000,0.26,0.13,0.13,>20%,24.0,0.26,0.49,133.0
65,MC01.1,MC01.1,0,false,false,MEB04-2,{},0,0,0,Complete,0.0,"8/20/21","401.0",0,,Medina Fiber,,3,,MDU,"10.0",402,"2022-08-30","432.0",,MEB04,"6/18/21","2022-09-12",,,"3",0.0,0.0,0,"2022-07-07",,"2022-07-07","2022-05-16",3,0,"2022-06-23","2022-07-07",,"1.0","2022-07-07",0,"2022-07-07","0.0",YES,3,Not Submitted,,,LIT,201,201,402,0,Construction Complete,1.0,0,LIT,1.0,0,"Ring: MEB Ring - Construction Complete, Feeder: MEB04-2 - LIT, FH: LIT",1.0,LIT,LIT,402,60.3,140.7,201.0,1.0,MEB Ring,MEB04-2,F3,402,Medina Central 01.1 (MC01.1),Medina,Survey,Survey,Survey,MC01.1,"2022-07-07",2022-07-07 00:00:00.000,Jul-2022,2022-07-07 00:00:00.000,Jul-2022,,,,,,,,,0,0,0,0.0,0.0,"1015 West Abbey Drive",,"3.0","2021-10-25","12/12/21","12/5/21","1/26/22",MEDAD,MEB04,"11/29/21","2021-10-01","2021-11-09","10/26/21","12/22/21","11/22/21","3/11/22","10/26/21","12/1/21","10/26","1/10/22","2021-11-17","11/24/21","12/10/21","2021-09-21","2/15/22","2/28/22","1/20/22","1/20/22","2/28/22","1/24/22","11/10/21","12/22/21","12/3/21","10/13/21",,"12/16/21",B,"11/30/21",,ODC 100,"11/19/21","12/11/21","1/27/22","2021-10-13","12/20/21",627.91,11.0,57.08,,,0.0,,,,,,,0.03,0.0,0.03,<10%,11.0,0.03,0.0,391.0
